"mcs150_date","add_date","status_code","dot_number","dun_bradstreet_no","phy_omc_region","safety_inv_terr","carrier_operation","business_org_id","mcs150_mileage","mcs150_mileage_year","mcs151_mileage","total_cars","mcs150_update_code_id","prior_revoke_flag","prior_revoke_dot_number","phone","fax","cell_phone","company_officer_1","company_officer_2","business_org_desc","truck_units","power_units","bus_units","fleetsize","review_id","recordable_crash_rate","mail_nationality_indicator","phy_nationality_indicator","phy_barrio","mail_barrio","carship","docket1prefix","docket1","docket2prefix","docket2","docket3prefix","docket3","pointnum","total_intrastate_drivers","mcsipstep","mcsipdate","hm_ind","interstate_beyond_100_miles","interstate_within_100_miles","intrastate_beyond_100_miles","intrastate_within_100_miles","total_cdl","total_drivers","avg_drivers_leased_per_month","classdef","legal_name","dba_name","phy_street","phy_city","phy_country","phy_state","phy_zip","phy_cnty","carrier_mailing_street","carrier_mailing_state","carrier_mailing_city","carrier_mailing_country","carrier_mailing_zip","carrier_mailing_cnty","carrier_mailing_und_date","driver_inter_total","email_address","review_type","review_date","safety_rating","safety_rating_date","undeliv_phy","crgo_genfreight","crgo_household","crgo_metalsheet","crgo_motoveh","crgo_drivetow","crgo_logpole","crgo_bldgmat","crgo_mobilehome","crgo_machlrg","crgo_produce","crgo_liqgas","crgo_intermodal","crgo_passengers","crgo_oilfield","crgo_livestock","crgo_grainfeed","crgo_coalcoke","crgo_meat","crgo_garbage","crgo_usmail","crgo_chem","crgo_drybulk","crgo_coldfood","crgo_beverages","crgo_paperprod","crgo_utility","crgo_farmsupp","crgo_construct","crgo_waterwell","crgo_cargoothr","crgo_cargoothr_desc","owntruck","owntract","owntrail","owncoach","ownschool_1_8","ownschool_9_15","ownschool_16","ownbus_16","ownvan_1_8","ownvan_9_15","ownlimo_1_8","ownlimo_9_15","ownlimo_16","trmtruck","trmtract","trmtrail","trmcoach","trmschool_1_8","trmschool_9_15","trmschool_16","trmbus_16","trmvan_1_8","trmvan_9_15","trmlimo_1_8","trmlimo_9_15","trmlimo_16","trptruck","trptract","trptrail","trpcoach","trpschool_1_8","trpschool_9_15","trpschool_16","trpbus_16","trpvan_1_8","trpvan_9_15","trplimo_1_8","trplimo_9_15","trplimo_16","docket1_status_code","docket2_status_code","docket3_status_code"
,"19870729","I","297775",,"04","I","A","3","0",,"0",,"3",,,"4044497000",,,,,"CORPORATION","5","5","0","C",,,,,,,"C",,,,,,,,"0",,,"N","5","0","0","0","0","5","0","PRIVATE PROPERTY","TENNESSEE PIPE & SUPPLY CORPORATION",,"2500 BUTTON GWINNETT DR","NORCROSS","US","GA","30071","135","2500 BUTTON GWINNETT DR","GA","NORCROSS","US","30071","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","3",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20250610 1527","19870729","A","297776","13226063","01","G","A","3","47731","2024",,,"1","N",,"8454344430","8454344610",,"JUDY ZAKARIN",,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0","0","20210806","N","3","2","0","0","5","5","0","PRIVATE PROPERTY","I ZAKARIN & SONS INC",,"5296 NY-42","SOUTH FALLSBURG","US","NY","12779","105","P O BOX 2007","NY","SOUTH FALLSBURG","US","12779-0846","105",,"5","izakarinsonsinc@gmail.com",,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297777","120627146","04","I","A","3","0",,"0",,"3",,,"9126532345","9126534930",,,,"CORPORATION","3","3","0","B",,,,,,,"C","MC","319523",,,,,,"2","99","20160303","N","0","0","2","0","0","2","0","PRIVATE PROPERTY;AUTHORIZED FOR HIRE","FLOYD S LP GAS SERVICE INC","FLOYD S TRUCKING CO","2718 HWY 67","PEMBROKE","US","GA","31321","029","P O  BOX 158","GA","PEMBROKE","US","31321","029","20040319",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20110829 0000","19870729","I","297778",,"04","I","A","1","50000","2000","0",,"1",,,"9123772510",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C","MC","403614",,,,,,"0","0","20101211","N","1","0","0","0","0","1","0","EXEMPT FOR HIRE","C J HARRISON TRUCKING INC",,"2240 COLLINS RD","CAIRO","US","GA","31728","131","2240 COLLINS RD","GA","CAIRO","US","31728","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870729","I","297779","38917860","04","I","A","3","0",,"0",,"3",,,"4044792641",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"1","99","20160504","N","0","0","0","1","0","1","0","PRIVATE PROPERTY","GRIMES PETROLEUM INC",,"2100 MARIETTA HWY","CANTON","US","GA","30114-4003","057","P O BOX 1245","GA","CANTON","US","30114-1245","057","20040323",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297780",,"01","F","A","3","0",,"0",,"3",,,"5182370330",,,,,"CORPORATION","0","4","4","C",,,,,,,"C","MC","167415",,,,,,"0",,,"N",,,,,,,,"OTHER-UNKNOWN","EXECU-LINE TRANSPORT INC",,"81 EDWARD ST","COHOES","US","NY","12047","001","81 EDWARD ST","NY","COHOES","US","12047","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870729","I","297781",,"04","I","A","3","0",,"0",,"3",,,"9124742300",,,,,"CORPORATION","10","10","0","E",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","GENERAL AVIATION INC",,"4945C MERCER UNIVERSITY DR","MACON","US","GA","31210","021","4945C MERCER UNIVERSITY DR","GA","MACON","US","31210","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297782","21136726","01","P","A","3","0",,"150000",,"3",,,"5162930353",,,,,"CORPORATION","5","5","0","C",,,,,,,"C","MC","195350",,,,,,"0",,,"N","0","5","0","0","0","5","0","OTHER-UNKNOWN","APKO TRANSPORT CORP",,"136 ALLEN BLVD","FARMINGDALE","US","NY","11735-5617","059","136 ALLEN BLVD","NY","FARMINGDALE","US","11735-5617","059","20040316",,,"S","19880418",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","4","1","1",,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20020319 0000","19870729","I","297783","1703230","01","P","A","3","0",,"81000",,"1",,,"5167914500","5167922124",,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20141103","N",,,,,,,,"PRIVATE PROPERTY","BALTIC LINEN CO INC",,"260 WEST SUNRISE HWY","VALLEY STREAM","US","NY","11582","059","1999 MARCUS AVE","NY","NEW HYDE PARK","US","11040","059",,,"TESPOSITO@BALTICLINEN.COM","C","19890626",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEXTILES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297784",,"01","Q","A","3","0",,"200000",,"3",,,"9143475000",,,,,"CORPORATION","6","6","0","C",,,,,,,"C",,,,,,,,"0",,,"N","4","0","0","0","0","4","0","PRIVATE PROPERTY","THE COMPUTER FACTORY INC",,"399 EXECUTIVE BLVD","ELMSFORD","US","NY","10523","119","399 EXECUTIVE BLVD","NY","ELMSFORD","US","10523","119",,,,"S","19900622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COMPUTER PARTS","5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20200319 1611","19870729","I","297785","130783707","04","I","A","3","1250000","2011",,,"3","N",,"6789041364","6789041374","6787806617","GREG  MORRIS",,"CORPORATION","17","17","0","G",,,,,,,"C","MC","507956",,,,,,"22","99","20230103","Y",,,"1","21","15","22","0","AUTHORIZED FOR HIRE","AIR FREIGHT ATLANTA INC",,"5158 KENNEDY RD STE E","FOREST PARK","US","GA","30297","063","5158 KENNEDY RD STE E","GA","FOREST PARK","US","30297","063","20220801",,"gmorris@airfreightatlanta.com","C","20050818",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIR FREIGHT","11","6","7",,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20220630 0000","19870729","A","297786","101638054","05","C","C","1","1","2021",,,"3","N",,"9899654225","9894226156","9849654225","JAMES PORATH",,"INDIVIDUAL","3","3","0","B",,,,,,,"C",,,,,,,,"2",,,"N",,,,"2","2","2","0","PRIVATE PROPERTY","PORATH CONTRACTING INC",,"760 HARRISON RD","HOUGHTON LAKE","US","MI","48629","143","PO BOX 636","MI","HOUGHTON LAKE","US","48629","143",,"0","porathcontracting.com@outlook.com",,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,"X",,,,"2","1","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297787",,"01","AA","A","3","0",,"40000",,"3",,,"7186225514",,,,,"CORPORATION","7","7","0","D",,,,,,,"C",,,,,,,,"0",,,"N","0","6","0","0","0","6","0","EXEMPT FOR HIRE","TAR MESSENGER SERVICE INC",,"UNKNOWN","BROOKLYN","US","NY","11215","047","241 4TH AVE","NY","BROOKLYN","US","11215","047",,,,"S","19890410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020815 0000","19870729","I","297788","879740587","05","C","A","3","0",,"500000",,"2",,,"3136636429",,,,,"CORPORATION","10","10","0","E",,,,,,,"C",,,,,,,,"0","99","20160111","N","7","3","0","0","0","10","0","PRIVATE PROPERTY","JPI TRANSPORTATION PRODUCTS INC",,"325 E  EISENHOWER","ANN ARBOR","US","MI","48108","161","325 E  EISENHOWER","MI","ANN ARBOR","US","48108","161","20040915",,,"S","19881221",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AUTOMOTIVE PARTS","7",,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297789","611871195","06","L","A","1","0",,"0",,"3",,,"5015982573",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160111","N","1","0","0","0","0","1","0","PRIVATE PROPERTY","DON AND NADINE THRASHER",,"RT 2  HWY 62","PIGGOTT","US","AR","72454","021","RT 2  HWY 62","AR","PIGGOTT","US","72454","021","20060928",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20031111 0000","19870729","I","297790","199801275","06","L","A","1","0",,"0",,"1",,,"5015983315",,,,,"INDIVIDUAL","2","2","0","B",,,,,,,"C","MC","244075",,,,,,"0",,,"N","2","0","0","0","0","2","0","OTHER-FARM PRODUCTS","MICHAEL SCOTT",,"890 N 2ND AVE","PIGGOTT","US","AR","72454-1637","021","890 N 2ND AVE","AR","PIGGOTT","US","72454-1637","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870729","I","297791",,"06","L","A","3","0",,"0",,"3",,,"5017252957",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","2","0","0","0","0","2","0","PRIVATE PROPERTY","D V SALES SERVICE INC",,"902 PINE CIRCLE","SMACKOVER","US","AR","71762","139","902 PINE CIRCLE","AR","SMACKOVER","US","71762","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297792",,"01","G","A","3","0",,"0",,"3",,,"9148563544",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","0","3","0","0","0","3","0","OTHER-APPLYING FOR MC","BUCKEY`S TAXI",,"74 FOWLER ST","PORT JERVIS","US","NY","12771","071","74 FOWLER ST","NY","PORT JERVIS","US","12771","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010319 0000","19870729","I","297793","54585112","06","L","A","3","0",,"0",,"2",,,"9015256900",,,,,"CORPORATION","4","4","0","C",,,,,,,"C",,,,,,,,"0","99","20160111","N","4","0","0","0","0","4","0","OTHER-APPLYING FOR MC","SORRELS TRUCKING CO",,"RR 1 BOX 112","HUGHES","US","AR","72348-9506","123","RUR RTE 1 BOX 112","AR","HUGHES","US","72348-9506","123","20030320",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","4",,,,,,,,,,,,,
,"19870729","I","297794",,"06","L","A","3","0",,"0",,"3",,,"5017315163",,,,,"CORPORATION","4","4","0","C",,,,,,,"C",,,,,,,,"0",,,"N","4","0","0","0","0","4","0","OTHER-APPLYING FOR MC","COCKRELL TRUCKING INC",,"P O  BOX 386","MCCRORY","US","AR","72101","147","P O  BOX 386","AR","MCCRORY","US","72101","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,
"20170617 1642","19870729","I","297795","13706551","01","I","A","3","50000","2015",,,"3","N",,"7168526662","7168526441","7169032648","WILLIAM LISK",,"CORPORATION","4","4","0","C",,,,,,,"C",,,,,,,,"0","99","20190926","N","0","2","0","0","2","2","0","PRIVATE PROPERTY","MAX BROCK CO INC",,"USES COMMON CARRIER","BUFFALO","US","NY","14206-2127","029","18 METCALFE ST","NY","BUFFALO","US","14206-2127","029",,,"DEB.maxbrock@verizon.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RECYCLED MATERIALS","3","1","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010613 0000","19870729","I","297796","52796562","01","AA","A","3","0",,"42206",,"2",,,"7189378888",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","1","1","0","PRIVATE PROPERTY","ANTON NOLL INC",,"37 50 RAILROAD AVE","LONG ISLAND CITY","US","NY","11101","081","37-50 RAILROAD AVE","NY","LONG ISLAND CITY","US","11101","081","20050621",,,"C","19921216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ZINC ALLOY","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297797","62155916","06","L","A","3","0",,"0",,"3",,,"5013745872",,,,,"CORPORATION","3","3","0","B",,,,,,,"C",,,,,,,,"0","99","20160304","N","1","0","0","0","0","1","0","PRIVATE PROPERTY","HOVCO METAL PRODUCTS INC",,"1601 E 5TH","NORTH LITTLE ROCK","US","AR","72114","119","1601 E 5TH","AR","NORTH LITTLE ROCK","US","72114","119","20050810",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1",,,,,,,,,,,,,
"20030814 0000","19870729","I","297798","67664599","06","L","A","3","63713","2002","185000",,"1",,,"5014740876","5014749007",,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","ARKANSAS LAMP MANUFACTURING CO INC",,"1701 SOUTH 28TH","VAN BUREN","US","AR","72956-5513","033","P O BOX 452","AR","VAN BUREN","US","72956-0452","033",,,"tparker@arkansaslamp.com","S","19911204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LAMPS","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297799",,"06","L","A","1","0",,"0",,"3",,,"5014832878",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160505","N","1","0","0","0","0","1","0","OTHER-APPLYING FOR MC","BOBBITT BENNIE D",,"PO BOX 103","TRUMANN","US","AR","72472","111","PO BOX 103","AR","TRUMANN","US","72472","111","20031008",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20260130 0000","19870729","A","297800","58990979","01","W","A","3","7000","2025",,,"3","N",,"8566972421","8566979288",,"ROBERT J ORLANDINI","WILLIAM ORLANDINI","CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0","0","20101211","N","0","2","0","0",,"2","0","PRIVATE PROPERTY","ORLANDINI TILE SUPPLIES INC",,"1257 HARDING HIGHWAY","RICHLAND","US","NJ","08350","001","1257 HARDING HIGHWAY","NJ","RICHLAND","US","08350","001",,"2","natalie@orlandinitile.com",,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20060112 0000","19870729","I","297801","791273097","01",,"A","3","5678000","2003",,,"1",,,"8006273963","7329683822","7324337757","BARRY BECKER",,"CORPORATION","56","137","81","Q",,,"U","U",,,"C;B","MC","175731",,,,,,"0","99","20060204","N","107","30","0","0","137","137","0","AUTHORIZED FOR HIRE","NORTH BERGEN REX TRANSPORT INC",,"2 LAKEVIEW AVE","PISCATAWAY","US","NJ","08854","023","P. O. BOX 8130","NJ","PISCATAWAY","US","08855","023",,,,"C","20020205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","300","30","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870729","I","297802",,"01","U","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","EDWARD C DEDREUX",,"521 ERNESTINE PL","BRICK","US","NJ","08724-4611","029","521 ERNESTINE PL","NJ","BRICK","US","08724-4611","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20080201 0000","19870729","A","297803","154526487","06","L","C","3","0",,"350000",,"3","N",,"8702344112","8702341341",,"GARY WEAVER","RUTH HELMERICH","CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"1",,,"N",,"0","0","1","1","1","0","PRIVATE PROPERTY","UNIT STRUCTURES LLC",,"1012 SHAN HOUSE BLVD","MAGNOLIA","US","AR","71753","027","P O BOX 669","AR","MAGNOLIA","US","71754-0669","027",,"0","gcaskey@unitstructures.com",,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297804",,"01","I","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20141203","N",,,,,,,,"PRIVATE PROPERTY","BEKRON INDUSTRIES",,"9 STAFFORD DR","BRAMPTON","CA","ON","L6W 1L3","000","9 STAFFORD DR","ON","BRAMPTON","CA","L6W 1L3","000","20100510",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20240521 1745","19870729","A","297805",,"01","I","A","3","713649","2023",,,"1","N",,"5852268660","5852269356",,"CAROLE L GRAY","RICHARD E GRAY JR","CORPORATION","10","10","0","E",,,,,,,"C","MC","446966",,,,,,"0",,,"N","8","0","0","0","8","8","0","PRIVATE PROPERTY","GRAY METAL PRODUCTS INC",,"495 ROCHESTER STREET","AVON","US","NY","14414","055","495 ROCHESTER STREET","NY","AVON","US","14414","051",,"8",,"C","20021223","S","20021230",,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","9","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I",,
,"19870729","I","297806",,"01","A","A","3","0",,"663000",,"3",,,"2077737751",,,,,"CORPORATION","15","15","0","G",,,,,,,"C",,,,,,,"S","0",,,"N","2","11","0","0","0","13","0","EXEMPT FOR HIRE","WASTE MANAGEMENT INC","CONSOLIDATED WASTE TRANSPORT","33 RIGBY ROAD","SOUTH PORTLAND","US","ME","04106","005","2000 FOREST AVE","ME","PORTLAND","US","04103-1004","005",,,,"C","19910301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","8","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020718 0000","19870729","I","297807","80054463","01","J","A","3","0",,"215000",,"1",,,"5083904100",,,,,"CORPORATION","6","6","0","C",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","DRYWALL MASONRY SUPPLY INC",,"277 WHITES PATH","SOUTH YARMOUTH","US","MA","02664-1217","001","277 WHITES PATH","MA","SOUTH YARMOUTH","US","02664-1217","001",,,,"S","19900406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRYWALL MASONRY","5","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20180622 1643","19870729","I","297808","84006105","01","Q","A","3","28000","2017",,,"3","N",,"7186711200","7183794403","2032498870","JOSEPH DEHAEN","TED EDWARDS","CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","2","0","0","0","0","2","0","PRIVATE PROPERTY","MOVERS SUPPLY HOUSE INC",,"1476 E 222ND ST","BRONX","US","NY","10469-2692","005","1476 E 222ND ST","NY","BRONX","US","10469-2692","005",,,"tedwards@moversupply.com","S","19880623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","A","297809","2006278","01","S","C","3","0",,"80000",,"3",,,"2017670900",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0","0","20101211","N","2","0","0","0","0","2","0","PRIVATE PROPERTY","PLAYSKOOL BABY INC",,"108 FAIRWAY CT","NORTHVALE","US","NJ","07647-2401","003","P O BOX 1059","RI","PAWTUCKET","US","02862-1059","007",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","INFANT ACCESSORIES",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20221228 0000","19870729","I","297810",,"01","S","A","3","11085","2020",,,"2","N",,"2019784074",,,"RAFAEL SANDOVAL",,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","0","20101211","N","0","1","0","0","1","1","0","PRIVATE PROPERTY","RAFAEL TRUCKING",,"413 COMMUNIPAW AVE","JERSEY CITY","US","NJ","07304","017","40 E PARK ST","NJ","EAST ORANGE","US","07017","013",,,"sryeus@yahoo.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297811","154281828","01","T","A","3","0",,"1334498",,"3",,,"9735408558","9736440120",,,,"CORPORATION","21","21","0","I",,,,,,,"C",,,,,,,,"0",,,"N","20","0","0","0","20","20","0","OTHER-UNKNOWN","JENTAR TRANSPORT INC",,"8 EAST FREDERICK PLACE","CEDAR KNOLLS","US","NJ","07927","027","PO BOX 1009","NJ","MORRISTOWN","US","07960","027",,,,"C","19990223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","38",,,,,,,,,,,,"6","6",,,,,,,,,,,,,,,,,,,,,,,,,,
"20240305 1335","19870729","A","297812","148038581","01","Y","A","2","65000","2023",,,"1","N",,"4132372390","4137331828","4132372390","MICHAEL P CREAM","DAVID J BISHOP","PARTNERSHIP","5","5","0","C",,,,,,,"C",,,,,,,,"0","0","20150416","Y","0","5","0","0","1","5","0","PRIVATE PROPERTY","MICHAEL AND DAVID BISHOP","PAVEL PAVEMENT MAINTENANCE","70 WINDSOR ST","WEST SPRINGFIELD","US","MA","01089","013","70 WINDSOR ST","MA","WEST SPRINGFIELD","US","01089-3016","013",,"5","MIKECREAn7@GMAIL.COM","C","19940711","S","19940810",,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","PAINT & PAINT EQUIP.",,"5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297813",,"01",,"A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","PAVAL TRAFFIC LINE CO",,"52 DORWIN DR","W  SPRINGFIELD","US","MA","01085","013","52 DORWIN DR","MA","W  SPRINGFIELD","US","01085","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297815",,"01","L","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"OTHER-APPLYING FOR MC","THOMAS C OWEN",,"RAGGED HILL RD","WEST BROOKFIELD","US","MA","01585","027","RAGGED HILL RD","MA","WEST BROOKFIELD","US","01585","027","20030624",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297816","1766963","01","J","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,"P","0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","ALBECO FASTNERS",,"45 BORDER ST","WEST NEWTON","US","MA","02532","017","45 BORDER ST","MA","WEST NEWTON","US","02532","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870729","I","297817",,"01","G","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","AGROWHAUTICS INC",,"BOX 1250 RT  82","HOPEWELL JCT","US","NY","12533","027","BOX 1250 RT  82","NY","HOPEWELL JCT","US","12533","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
